,level_0,level_1,cosine,euclidean,hamming,psnr,ssim
103,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fashion collection TEAM B03柏木由紀1080p.avi2251.605.mp4,720:1280,0.21969789310431764,12.484807076661037,0.7011111111111112,48.48462625148366,0.9956620038082614
104,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fatafat Bouncerz - 74286.296.mp4,240:426,0.15656554360881378,11.826867472567235,0.6693333333333333,40.93592684242311,0.9861016981896782
105,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fatafat Bouncerz - 74286.296.mp4,360:640,0.1460559110704431,11.085700890827955,0.6006666666666666,41.998864382278164,0.986227828061892
106,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fatafat Bouncerz - 74286.296.mp4,480:854,0.17639290260934432,13.360167527784144,0.6446666666666667,45.900923531092324,0.9934069235074464
107,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fatafat Bouncerz - 74286.296.mp4,720:1280,0.12651311010944055,10.430325595838795,0.5993333333333333,47.86350785356555,0.9934509342460206
108,/Users/dcortes/dev/livepeer/YT8M/videos/7/Final Fantasy X Soundtrack - Yuna's Theme296.0.mp4,240:320,0.26105093308065674,15.198869880267644,0.9162241887905607,37.704714419325136,0.9853210634189192
109,/Users/dcortes/dev/livepeer/YT8M/videos/7/Final Fantasy X Soundtrack - Yuna's Theme296.0.mp4,360:480,0.15417961597915297,12.506991611269681,0.6028490028490024,38.98750642776875,0.9921153263105149
110,/Users/dcortes/dev/livepeer/YT8M/videos/7/Final Fantasy X Soundtrack - Yuna's Theme296.0.mp4,480:640,0.2322357774097665,15.246578065270043,0.8672316384180794,40.71973046477837,0.993531658643629
111,/Users/dcortes/dev/livepeer/YT8M/videos/7/Final Fantasy X Soundtrack - Yuna's Theme296.0.mp4,720:960,0.12245227210722533,9.677481345838158,0.6508474576271185,43.7974452441723,0.9961582964860922
112,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fruits déguisés pour Noël par Mamy Monica4125.379.mp4,240:426,0.19306546910705744,11.9750094839811,0.6286666666666665,40.024134668442414,0.9726887948173375
113,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fruits déguisés pour Noël par Mamy Monica4125.379.mp4,360:640,0.16437333855372063,10.231674933459777,0.5086666666666666,41.74393309294591,0.9784473229036181
114,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fruits déguisés pour Noël par Mamy Monica4125.379.mp4,480:854,0.13459817372993624,8.540847848467713,0.4446666666666667,43.936209064598124,0.9851806118444305
115,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fruits déguisés pour Noël par Mamy Monica4125.379.mp4,720:1280,0.14785841362385257,8.96426124408414,0.4579999999999999,44.164533921625015,0.9845654961046328
116,/Users/dcortes/dev/livepeer/YT8M/videos/7/GE U36B Seaboard System4214.637.mp4,240:426,0.28815829791486447,15.039834965817965,0.8844444444444446,33.03910243706015,0.8732873503189251
117,/Users/dcortes/dev/livepeer/YT8M/videos/7/GE U36B Seaboard System4214.637.mp4,360:640,0.24838325347013016,14.078204086066437,0.8122222222222223,34.16219920465739,0.9140117982250414
118,/Users/dcortes/dev/livepeer/YT8M/videos/7/GE U36B Seaboard System4214.637.mp4,480:854,0.2050858862048801,12.001457632585678,0.6422222222222221,35.61823804967733,0.9447939944872477
119,/Users/dcortes/dev/livepeer/YT8M/videos/7/GE U36B Seaboard System4214.637.mp4,720:1280,0.2754749032089207,15.158701672352587,0.8922222222222224,28.51313306977706,0.5295459570735113
120,"/Users/dcortes/dev/livepeer/YT8M/videos/7/GTA V ONLINE - Glitch D'argent, Comment Gagner Des Millions En Moins D'une Heure !4146.548.mp4",240:426,0.22904938839700353,13.753146996814927,0.8383333333333335,36.58741341055547,0.968130777964511
121,"/Users/dcortes/dev/livepeer/YT8M/videos/7/GTA V ONLINE - Glitch D'argent, Comment Gagner Des Millions En Moins D'une Heure !4146.548.mp4",360:640,0.17462015984424506,11.675653445971884,0.6516666666666667,38.990645227101595,0.9783315448491675
122,"/Users/dcortes/dev/livepeer/YT8M/videos/7/GTA V ONLINE - Glitch D'argent, Comment Gagner Des Millions En Moins D'une Heure !4146.548.mp4",480:854,0.20118774439062634,12.839022661847075,0.6783333333333333,42.49168607798072,0.9879191227763473
123,"/Users/dcortes/dev/livepeer/YT8M/videos/7/GTA V ONLINE - Glitch D'argent, Comment Gagner Des Millions En Moins D'une Heure !4146.548.mp4",720:1280,0.16824287362637327,10.868653763114654,0.58,44.598218411476246,0.9891197478644806
124,/Users/dcortes/dev/livepeer/YT8M/videos/7/GTA5 Online - Ep 4 - JaltoidGames!5529.911.mp4,240:426,0.27426683674249824,15.070823725547614,0.8400000000000001,32.74423531280701,0.8460366481209841
125,/Users/dcortes/dev/livepeer/YT8M/videos/7/GTA5 Online - Ep 4 - JaltoidGames!5529.911.mp4,360:640,0.26889686449900585,14.660998969168615,0.7916666666666667,34.38566128848988,0.899037225736432
